Restaurant ID,Country Code,City,Longitude,Latitude,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
17284397,216,Albany,-84.206944,31.622412,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26
17284211,216,Albany,-84.1759,31.5882,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,36
17284094,216,Albany,-84.2193,31.616,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,67
17284409,216,Albany,-84.2091458,31.6155186,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141
17284139,216,Albany,-84.205718,31.604905,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147
17284403,216,Albany,-84.223278,31.612121,70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51
17284145,216,Albany,-84.2191,31.6156,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88
17284150,216,Albany,-84.212,31.6104,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,153
17284158,216,Albany,-84.1534,31.5751,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,160
17284175,216,Albany,-84.2228,31.6077,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57
17284179,216,Albany,-84.2229,31.6185,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,58
17284197,216,Albany,-84.2164,31.6137,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115
17284241,216,Albany,-84.2233,31.6118,40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51
17284390,216,Albany,-84.205025,31.605882,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250
17284279,216,Albany,-84.1757,31.5985,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117
17284364,216,Albany,-83.8389,31.5308,10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20
16611114,14,Armidale,151.6688792,-30.5147169,20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,25
17293281,216,Athens,-83.378273,33.957999,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821
17293301,216,Athens,-83.3654,33.9535,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,849
17293409,216,Athens,-83.4293,33.9652,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917
17293163,216,Athens,-83.3389,33.9259,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,439
17293228,216,Athens,-83.375523,33.958198,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289
17293880,216,Athens,-83.384004,33.959392,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,558
17293169,216,Athens,-83.3797,33.9584,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613
17293186,216,Athens,-83.373596,33.958112,25,Dollar($),No,No,No,No,2,4,Green,Very Good,353
17293180,216,Athens,-83.33995,33.924275,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387
17293205,216,Athens,-83.3872482,33.9415545,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,755
17293229,216,Athens,-83.381625,33.960112,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800
17293897,216,Athens,-83.400887,33.963296,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,350
17293273,216,Athens,-83.4075,33.9584,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,464
17293870,216,Athens,-83.379251,33.957503,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550
17293877,216,Athens,-83.383605,33.960571,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,543
17293890,216,Athens,-83.37967,33.959468,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465
17293915,216,Athens,-83.38728,33.937502,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,546
17293422,216,Athens,-83.3764,33.9584,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098
17293873,216,Athens,-83.378881,33.958363,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,579
17294014,216,Athens,-83.3828224,33.9600227,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374
17294556,216,Augusta,-82.0865,33.4721,40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717
17294607,216,Augusta,-82.0698,33.4791,40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548
17294279,216,Augusta,-81.97,33.4765,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631
17294300,216,Augusta,-81.9684,33.474,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372
17295215,216,Augusta,-81.973006,33.477444,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,201
17295028,216,Augusta,-81.965571,33.481779,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332
17294642,216,Augusta,-82.0327,33.4086,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304
17295109,216,Augusta,-81.974944,33.478231,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,368
17294441,216,Augusta,-82.096,33.4827,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430
17294552,216,Augusta,-81.9721,33.4778,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433
17294565,216,Augusta,-81.9694,33.4764,10,Dollar($),No,No,No,No,1,4,Green,Very Good,380
17294623,216,Augusta,-82.0505,33.5133,25,Dollar($),No,No,No,No,2,4,Green,Very Good,456
17294712,216,Augusta,-82.0301,33.4848,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647
17295033,216,Augusta,-82.080788,33.467201,40,Dollar($),No,No,No,No,3,4,Green,Very Good,360
17295069,216,Augusta,-82.0805493,33.5375868,25,Dollar($),No,No,No,No,2,4,Green,Very Good,227
17294261,216,Augusta,-82.143793,33.544342,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,290
17295115,216,Augusta,-82.126161,33.532249,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,270
17294836,216,Augusta,-82.141284,33.521291,25,Dollar($),No,No,No,No,2,4,Green,Very Good,326
17294850,216,Augusta,-82.1328,33.5406,35,Dollar($),No,No,No,No,3,4.3,Green,Very Good,317
17294883,216,Augusta,-82.1997,33.4574,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,300
16608864,14,Balingup,115.9844924,-33.7845269,20,Dollar($),No,No,No,No,2,3.2,Orange,Average,21
16604911,14,Beechworth,146.685852,-36.360439,20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237
17303465,216,Boise,-116.2019,43.6138,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
17303642,216,Boise,-116.203466,43.616068,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615
17303670,216,Boise,-116.2023,43.6149,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
17303545,216,Boise,-116.2064,43.6157,70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379
17303655,216,Boise,-116.2031,43.614,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,303
17304691,216,Boise,-116.185034,43.597235,70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538
17303478,216,Boise,-116.2062,43.5945,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334
17303480,216,Boise,-116.2022,43.6167,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,555
17304733,216,Boise,-116.193409,43.610279,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,823
17303646,216,Boise,-116.2625,43.6192,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,550
17304929,216,Boise,-116.202845,43.616295,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,650
17303684,216,Boise,-116.199,43.615,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,410
17303772,216,Boise,-116.2463,43.6191,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,660
17305123,216,Boise,-116.245165,43.6051379,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360
17303787,216,Boise,-116.2021,43.6162,40,Dollar($),No,No,No,No,3,4,Green,Very Good,340
17303990,216,Boise,-116.2031,43.6156,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393
17304741,216,Boise,-116.281809,43.619274,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,422
17304726,216,Boise,-116.280614,43.591706,40,Dollar($),No,No,No,No,3,4,Green,Very Good,435
17304486,216,Boise,-116.347304,43.619108,25,Dollar($),No,No,No,No,2,4,Green,Very Good,369
17304533,216,Boise,-116.5629,43.5777,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,487
17316233,216,Cedar Rapids/Iowa City,-91.6336,42.0179,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98
17315883,216,Cedar Rapids/Iowa City,-91.6327,42.0281,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,365
17315995,216,Cedar Rapids/Iowa City,-91.7148,41.9748,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,190
17316018,216,Cedar Rapids/Iowa City,-91.6224,42.0249,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429
17316038,216,Cedar Rapids/Iowa City,-91.6347,42.01,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,430
17316771,216,Cedar Rapids/Iowa City,-91.6499622,42.0215347,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,186
17316201,216,Cedar Rapids/Iowa City,-91.7266,41.9639,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,220
17316208,216,Cedar Rapids/Iowa City,-91.6394,42.0468,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,347
17316389,216,Cedar Rapids/Iowa City,-91.569767,41.670466,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,161
17316278,216,Cedar Rapids/Iowa City,-91.5687,41.6685,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,160
17316744,216,Cedar Rapids/Iowa City,-91.534424,41.660982,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,820
17316751,216,Cedar Rapids/Iowa City,-91.531414,41.663849,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,488
17316766,216,Cedar Rapids/Iowa City,-91.531093,41.663751,25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,253
17316743,216,Cedar Rapids/Iowa City,-91.534302,41.658691,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,220
17316374,216,Cedar Rapids/Iowa City,-91.5314,41.6648,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,485
17316381,216,Cedar Rapids/Iowa City,-91.5341,41.661,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,428
17316802,216,Cedar Rapids/Iowa City,-91.482165,41.667742,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,294
17316416,216,Cedar Rapids/Iowa City,-91.5318,41.6625,40,Dollar($),No,No,No,No,3,4,Green,Very Good,380
17316449,216,Cedar Rapids/Iowa City,-91.5074,41.6428,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,259
17316603,216,Cedar Rapids/Iowa City,-91.5995,42.0331,25,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,433
16659169,37,Chatham-Kent,-82.188438,42.397683,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,176
17558684,216,Clatskanie,-123.368151,46.126967,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,96
18366580,216,Cochrane,-114.472474,51.183934,25,Dollar($),No,No,No,No,2,3.1,Orange,Average,6
17330755,216,Columbus,-84.992671,32.470315,10,Dollar($),No,No,No,No,1,3.3,Orange,Average,33
17330611,216,Columbus,-84.95591,32.519247,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,489
17330609,216,Columbus,-84.927047,32.555591,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,345
17330024,216,Columbus,-84.9436,32.5577,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,149
17330074,216,Columbus,-84.9936,32.4656,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,330
17330185,216,Columbus,-84.954984,32.5382197,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,247
17330397,216,Columbus,-84.9876,32.4637,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,123
17330735,216,Columbus,-84.9933631,32.4652417,40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,109
17330676,216,Columbus,-84.96661,32.534002,40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,134
17330048,216,Columbus,-84.95367,32.513154,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,722
17330604,216,Columbus,-84.947569,32.504657,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,213
17330087,216,Columbus,-84.9607,32.5393,25,Dollar($),No,No,No,No,2,4,Green,Very Good,335
17330137,216,Columbus,-84.9464,32.4792,25,Dollar($),No,No,No,No,2,4,Green,Very Good,353
17330155,216,Columbus,-84.9427,32.481,0,Dollar($),No,No,No,No,1,4,Green,Very Good,170
17330309,216,Columbus,-84.9557,32.5321,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,192
17330311,216,Columbus,-84.992093,32.466158,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,302
17330615,216,Columbus,-84.938698,32.560905,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,355
17330638,216,Columbus,-84.991384,32.468757,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,287
17330628,216,Columbus,-84.963201,32.527217,40,Dollar($),No,No,No,No,3,4,Green,Very Good,264
17330546,216,Columbus,-85.0213,32.7455,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,235
16643459,37,Consort,-110.7746994,52.0082889,25,Dollar($),No,No,No,No,2,3,Orange,Average,6
17334434,216,Dalton,-84.9396931,34.5251331,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,38
17334348,216,Dalton,-84.926258,34.474635,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,122
17334213,216,Dalton,-84.9523921,34.4972488,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,207
17334355,216,Dalton,-84.767911,34.752476,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,66
17334212,216,Dalton,-84.969393,34.769686,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,249
17333797,216,Dalton,-85.0039,34.7643,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,63
17334217,216,Dalton,-84.992342,34.759551,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,145
17334273,216,Dalton,-84.992924,34.759665,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,83
17334254,216,Dalton,-84.999678,34.758645,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,116
17333836,216,Dalton,-84.9678,34.7742,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,122
17334197,216,Dalton,-84.990925,34.759273,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,142
17333882,216,Dalton,-84.9964,34.7604,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,114
17334211,216,Dalton,-85.2229101,34.9428786,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,214
17334390,216,Dalton,-85.246237,34.9528157,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,116
17334034,216,Dalton,-85.2545,34.9546,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,111
17334414,216,Dalton,-85.294955,34.705093,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,25
17334082,216,Dalton,-85.1321,34.9273,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,128
17334364,216,Dalton,-85.130492,34.912109,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,244
17334398,216,Dalton,-85.1079396,34.9151853,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,112
17334219,216,Dalton,-85.249727,34.851907,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,144
17335173,216,Davenport,-90.496986,41.574935,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,166
17335195,216,Davenport,-90.522479,41.53845,40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,208
17335225,216,Davenport,-90.4912446,41.5747801,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,136
17335219,216,Davenport,-90.504176,41.548746,10,Dollar($),No,No,No,No,1,4,Green,Very Good,85
17334965,216,Davenport,-90.50709,41.525384,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,117
17335189,216,Davenport,-90.574088,41.593892,25,Dollar($),No,No,No,No,2,3.4,Orange,Average,53
17335156,216,Davenport,-90.565837,41.574459,25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,474
